score_mode	temperature	distance	raw_energy	log_likelihood_like_score	normalized_relative_weight	monotonic_nonincreasing
fdg_flat	1.0	0.5	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.52	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.54	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.56	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.58	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.6	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.62	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.64	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.66	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.6799999999999999	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.7	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.72	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.74	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.76	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.78	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.8	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.82	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.84	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.86	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.88	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.9	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.92	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.94	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.96	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	0.98	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.0	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.02	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.04	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.06	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.08	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.1	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.12	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.1400000000000001	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.1600000000000001	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.1800000000000002	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.2000000000000002	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.2200000000000002	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.2400000000000002	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.26	0.0	-0.0	1.2840254166877414	0
fdg_flat	1.0	1.28	0.0	-0.0	1.2840254166877414	0
