source	configuration	split_mode	seed	n_train	n_heldout	n_heldout_signal	blind_heldout_pseudo_nll	blind_heldout_score_kernel_energy	blind_heldout_pmax_surprisal	raw_gauge_exact_top1_accuracy_eval_only	raw_gauge_same_cross_accuracy_eval_only	exact_top1_accuracy_eval_only	same_cross_accuracy_eval_only	exact_log_loss_eval_only	same_cross_log_loss_eval_only	exact_ece_eval_only	same_cross_ece_eval_only	unordered_structure_distance_spearman_eval_only	runtime_seconds	converged	truth_used_in_training_or_selection	contact_metric_gauge_policy	heldout_fit_status	exact_coverage_at_precision_0.55_eval_only	exact_coverage_at_precision_0.60_eval_only	exact_coverage_at_precision_0.70_eval_only	exact_coverage_at_precision_0.80_eval_only	exact_coverage_at_precision_0.90_eval_only	same_cross_coverage_at_precision_0.55_eval_only	same_cross_coverage_at_precision_0.60_eval_only	same_cross_coverage_at_precision_0.70_eval_only	same_cross_coverage_at_precision_0.80_eval_only	same_cross_coverage_at_precision_0.90_eval_only	exact_signal_aware_coverage_at_precision_0.55_eval_only	exact_signal_aware_coverage_at_precision_0.60_eval_only	exact_signal_aware_coverage_at_precision_0.70_eval_only	exact_signal_aware_coverage_at_precision_0.80_eval_only	exact_signal_aware_coverage_at_precision_0.90_eval_only	same_cross_signal_aware_coverage_at_precision_0.55_eval_only	same_cross_signal_aware_coverage_at_precision_0.60_eval_only	same_cross_signal_aware_coverage_at_precision_0.70_eval_only	same_cross_signal_aware_coverage_at_precision_0.80_eval_only	same_cross_signal_aware_coverage_at_precision_0.90_eval_only	historical_scope	pmax_ge_0p9_accuracy_eval_only	pmax_ge_0p9_recall_eval_only
synthetic_model_mismatched	blind_midpoint_delta_pairwise	exact_haploid_bin_pair	101	2384	616	570	1.4325093804136093	1.4325093804136093	0.675448299658154	0.3280701754385965	0.6789473684210526	0.34035087719298246	0.6543859649122807	1.5834595978042483	0.81091054993108	0.18060695737860707	0.21765507225148184	0.6993186864776835	0.9626180119812489	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.8228070175438597	0.22631578947368422	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.8228070175438597	0.22631578947368422	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	chromosome_pair	17	2700	300	264	3.0274137173252607	3.0274137173252607	1.1747206916768815	0.2159090909090909	0.4734848484848485	0.24621212121212122	0.5265151515151515	1.4190087777176223	0.6912139259837199	0.06330878856731179	0.011437206058447225	0.7745480630021827	0.9423339408822358	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	0.375	0.17045454545454544	0.03787878787878788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.17045454545454544	0.03787878787878788	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	chromosome_pair	29	2700	300	264	3.0792465807144414	3.0792465807144414	1.0514238656836066	0.25757575757575757	0.48863636363636365	0.22727272727272727	0.5113636363636364	1.4510905938977765	0.6956387206966863	0.12808019288625194	0.015389764699183982	0.7749936213424778	0.9694251003675163	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	0.2878787878787879	0.22348484848484848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2878787878787879	0.22348484848484848	0.0	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	chromosome_pair	43	2700	300	264	3.3687286856679868	3.3687286856679868	1.0514461366763341	0.24621212121212122	0.48484848484848486	0.24242424242424243	0.48484848484848486	1.4491573151995936	0.6954135654977811	0.10757743053357854	0.031460245449550395	0.711204130162521	0.8992476598359644	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	chromosome_pair	59	2700	300	264	3.117026878171477	3.117026878171477	1.0208141207442638	0.23484848484848486	0.48863636363636365	0.2537878787878788	0.48863636363636365	1.463923835489389	0.7061242033078441	0.11532077534663278	0.04434385780774516	0.7927797970785021	0.9236042923294008	0	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	chromosome_pair	71	2700	300	264	3.3289217972338077	3.3289217972338077	1.0661762432607007	0.24242424242424243	0.4659090909090909	0.23484848484848486	0.4659090909090909	1.4403139271289855	0.7002507817105833	0.11115411132518113	0.051979339701602685	0.809411836747191	0.983262408990413	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	chromosome_pair	89	2700	300	264	3.072011658565927	3.072011658565927	1.0729126750711566	0.2159090909090909	0.48863636363636365	0.2689393939393939	0.5113636363636364	1.4142458716943047	0.6956485979349388	0.09334804385037242	0.022469604101454457	0.7564527957473673	0.911358748562634	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	0.20454545454545456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20454545454545456	0.0	0.0	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	chromosome_pair	101	2700	300	264	3.0377087761138823	3.0377087761138823	1.121232021932199	0.23863636363636365	0.5265151515151515	0.23484848484848486	0.4734848484848485	1.4388134376213486	0.6963377208467658	0.09239648661339665	0.05010369500342449	0.8983590447905687	0.957569204736501	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	0.01893939393939394	0.01893939393939394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01893939393939394	0.01893939393939394	0.0	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	genomic_block_1Mb	17	2298	702	676	1.4648956826160289	1.4648956826160289	0.6580342018006075	0.3224852071005917	0.6168639053254438	0.3150887573964497	0.621301775147929	1.612683294501465	0.9621770963828891	0.20781345468218002	0.2721278932571887	0.7155016686568079	0.8025381197221577	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.013313609467455622	0.013313609467455622	0.0	0.0	0.0	1.0	1.0	0.7559171597633136	0.07544378698224852	0.0	0.013313609467455622	0.013313609467455622	0.0	0.0	0.0	1.0	1.0	0.7559171597633136	0.07544378698224852	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	genomic_block_1Mb	29	2298	702	676	1.3980882515042135	1.3980882515042135	0.6301993298171895	0.3343195266272189	0.6153846153846154	0.28550295857988167	0.6168639053254438	1.62730920010564	0.899044505640493	0.25103272991927766	0.26965182621407563	0.664393094428917	0.802130448166281	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7470414201183432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7470414201183432	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	genomic_block_1Mb	43	2298	702	676	1.446640109197232	1.446640109197232	0.6382001250481302	0.33136094674556216	0.613905325443787	0.28254437869822485	0.613905325443787	1.782195513247243	1.1170021095439324	0.2497071831187863	0.3137076485246346	0.6958516127433185	0.8887223871424794	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7618343195266272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7618343195266272	0.0	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	genomic_block_1Mb	59	2298	702	676	1.440751088333644	1.440751088333644	0.6287266714099894	0.2781065088757396	0.613905325443787	0.28550295857988167	0.6183431952662722	1.7116158465711633	1.0500106501040276	0.25228236811441446	0.2967236447529383	0.6443073944313956	0.8310682941228151	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7559171597633136	0.06360946745562131	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7559171597633136	0.06360946745562131	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	genomic_block_1Mb	71	2298	702	676	1.3833582223023497	1.3833582223023497	0.596015861530595	0.28550295857988167	0.6168639053254438	0.27958579881656803	0.6153846153846154	1.799704449443751	1.1137459694505845	0.2775273554094844	0.31136710320530714	0.6930038884296256	0.8384277387522161	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7559171597633136	0.07544378698224852	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7559171597633136	0.07544378698224852	0.0			
synthetic_model_mismatched	blind_midpoint_delta_pairwise	genomic_block_1Mb	89	2298	702	676	1.4095285085718563	1.4095285085718563	0.5905274470067847	0.33579881656804733	0.6227810650887574	0.28402366863905326	0.6183431952662722	1.740279066424931	1.0588350184510866	0.27456539059891	0.29872617456198264	0.7445644361048055	0.8075687256641686	1	none	ORACLE_GEOMETRY_ALIGNMENT_EVAL_ONLY	RUN_SYNTHETIC_ONLY	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7292899408284024	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.7292899408284024	0.0	0.0			
