config_name	score_name	target_called_fraction	actual_called_contacts	actual_called_fraction	score_threshold	top1_accuracy	top1_recall	same_cross_accuracy	same_cross_recall	baseline_top1_accuracy	baseline_same_cross_accuracy	delta_top1_vs_all_trans	eval_only_uses_phase_labels_for_scoring	call_score_uses_phase_labels	call_score_uses_charm_or_reference
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	0.01	1442	0.0100154886	4.09710742	0.37517337	0.00375754461	0.429958391	0.00430624336	0.315369816	0.511790078	0.0598035543	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	0.02	2880	0.020003195	3.8877032	0.376736111	0.00753592588	0.447916667	0.00895976441	0.315369816	0.511790078	0.0613662951	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	0.05	7207	0.0500566063	3.50651965	0.388927432	0.0194683873	0.487720272	0.0244136216	0.315369816	0.511790078	0.0735576157	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	0.1	14398	0.100002084	3.14065176	0.381372413	0.0381380359	0.50951521	0.0509525827	0.315369816	0.511790078	0.0660025968	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	0.2	28796	0.200004167	2.62842775	0.381650229	0.0763316363	0.52809418	0.105621037	0.315369816	0.511790078	0.0662804132	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	0.3	43197	0.300027088	2.22742757	0.374238952	0.112281823	0.528115378	0.158448919	0.315369816	0.511790078	0.0588691358	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	0.5	71989	0.500003473	1.53611482	0.35224826	0.176125353	0.521315757	0.260659689	0.315369816	0.511790078	0.0368784441	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	0.75	107983	0.750001736	0.74391015	0.331061371	0.248296603	0.515664503	0.386749272	0.315369816	0.511790078	0.0156915548	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	posterior_nearest_agreement_gap	1	143977	1	-0.712231037	0.315369816	0.315369816	0.511790078	0.511790078	0.315369816	0.511790078	0	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	0.01	1458	0.0101266174	51	0.403978052	0.00409093119	0.465020576	0.00470908548	0.315369816	0.511790078	0.0886082361	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	0.02	2897	0.0201212694	43	0.44977563	0.00905005661	0.510528133	0.0102724741	0.315369816	0.511790078	0.134405814	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	0.05	7205	0.0500427152	28	0.444552394	0.0222466088	0.52907703	0.0264764511	0.315369816	0.511790078	0.129182578	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	0.1	14403	0.100036811	15	0.441644102	0.0441806677	0.532736236	0.0532932343	0.315369816	0.511790078	0.126274286	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	0.2	28796	0.200004167	3	0.419849979	0.0839717455	0.525906376	0.105183467	0.315369816	0.511790078	0.104480163	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	0.3	43194	0.300006251	2	0.381951197	0.114587747	0.522456823	0.156740313	0.315369816	0.511790078	0.0665813809	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	0.5	71989	0.500003473	1	0.345580575	0.172791488	0.515745461	0.257874522	0.315369816	0.511790078	0.0302107588	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	0.75	107983	0.750001736	1	0.326986655	0.245240559	0.514812517	0.386110282	0.315369816	0.511790078	0.0116168393	1	0	0
p9016_pcgamma1_baseline_sep_off_copytrack0_prior0	n_raw	1	143977	1	1	0.315369816	0.315369816	0.511790078	0.511790078	0.315369816	0.511790078	0	1	0	0
