experiment	configuration	scope	target	minimum_confidence	callable_count	correct_count	coverage	precision	correct_recall	truth_used_in_inference
057	oracle_coords_monotone_log	all	exact	0.1	350034	66052	1.0	0.1887016689807276	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.15000000000000002	350034	66052	1.0	0.1887016689807276	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.2	350034	66052	1.0	0.1887016689807276	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.25	350034	66052	1.0	0.1887016689807276	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.30000000000000004	347667	65451	0.9932377997565951	0.1882577293789747	0.9909011082177678	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.35000000000000003	335220	62428	0.9576783969557243	0.18622993854781933	0.9451341367407498	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.4	317831	58260	0.9080003656787626	0.18330496395883347	0.882032338157815	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.45	300211	54123	0.857662398509859	0.18028320081542648	0.8193998667716345	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.5	280550	48902	0.8014935691961352	0.1743076100516842	0.7403560830860534	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.55	251525	39130	0.7185730529034322	0.15557101679753504	0.5924120389995761	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.6000000000000001	224027	30516	0.6400149699743454	0.13621572399755386	0.46199963664991217	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.65	197658	23466	0.5646822880063079	0.11872021370245575	0.35526554835584084	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.7000000000000001	171199	17432	0.4890924881582932	0.10182302466720015	0.26391328044570944	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.75	144326	12300	0.41231994606238254	0.0852237296121281	0.18621692000242232	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.8	116543	8165	0.3329476565133673	0.07005997786224827	0.12361472779022588	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.8500000000000001	86706	4708	0.24770736557020176	0.05429843378774249	0.07127717555865076	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.9	54858	2210	0.15672191844220848	0.04028582886725728	0.03345848725246775	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	0.9500000000000001	20838	456	0.05953135981076124	0.021883098186006335	0.006903651668382487	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	exact	1.0	0	0	0.0	nan	0.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.0	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.05	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.1	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.15000000000000002	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.2	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.25	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.30000000000000004	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.35000000000000003	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.4	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.45	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.5	350034	296638	1.0	0.8474548186747574	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.55	329757	286512	0.9420713416410977	0.8688579772377842	0.9658641172068312	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.6000000000000001	310267	276251	0.8863910362993309	0.890365394966271	0.931273134257917	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.65	293398	266920	0.8381985749955718	0.9097539860530747	0.8998172857152489	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.7000000000000001	277537	257741	0.7928858339475594	0.9286725733866115	0.8688738462368274	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.75	263207	248976	0.7519469537244954	0.9459322890348661	0.8393260472360251	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.8	249255	239573	0.7120879685973363	0.9611562456119236	0.8076274786102927	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.8500000000000001	235725	229419	0.6734345806407378	0.9732484887050589	0.7733972046737101	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.9	219034	215120	0.6257506413662672	0.9821306281216615	0.7251936703996117	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	0.9500000000000001	186299	184161	0.5322311546878303	0.9885238246045336	0.6208274057942678	ORACLE_COORDINATES
057	oracle_coords_monotone_log	all	same_cross	1.0	0	0	0.0	nan	0.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.0	206057	42172	1.0	0.20466181687591298	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.05	206057	42172	1.0	0.20466181687591298	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.1	206057	42172	1.0	0.20466181687591298	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.15000000000000002	206057	42172	1.0	0.20466181687591298	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.2	206057	42172	1.0	0.20466181687591298	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.25	206057	42172	1.0	0.20466181687591298	1.0	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.30000000000000004	206051	42170	0.9999708818433735	0.20465807008944387	0.9999525751683581	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.35000000000000003	205900	42143	0.9992380749016049	0.20467702768334142	0.9993123399411932	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.4	205410	42040	0.9968600921104355	0.20466384304561608	0.9968699611116381	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.45	204406	41761	0.9919876539015904	0.20430417893799596	0.9902541970976003	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.5	198994	39630	0.9657230766244291	0.199151733218087	0.9397230389832116	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.55	181421	32232	0.8804408488913262	0.17766410724227075	0.764298586740017	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.6000000000000001	163989	25547	0.7958428978389475	0.15578483922702133	0.6057810869771413	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.65	146194	20034	0.7094832983106616	0.13703708770537779	0.47505453855638813	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.7000000000000001	127275	15205	0.6176688974409993	0.11946572382636024	0.3605472825571469	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.75	107292	10975	0.5206908767962263	0.10229094433881371	0.2602437636346391	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.8	85603	7431	0.4154335936173001	0.08680770533742976	0.176206961965285	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.8500000000000001	62210	4383	0.3019067539564295	0.07045491078604726	0.10393151854310917	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.9	37621	2089	0.1825756950746638	0.05552749793998033	0.04953523664990989	ORACLE_COORDINATES
057	oracle_coords_monotone_log	cis	exact	0.9500000000000001	13776	434	0.06685528761459208	0.031504065040650404	0.010291188466280944	ORACLE_COORDINATES
