experiment	component	configuration	scope	metric	value	n	truth_used_in_inference
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_coverage_at_precision_0.60	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_coverage_at_precision_0.70	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_coverage_at_precision_0.80	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_coverage_at_precision_0.90	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_coverage_at_precision_0.55	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_coverage_at_precision_0.60	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_coverage_at_precision_0.70	0.804142328288546	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_coverage_at_precision_0.80	0.4734645116928398	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_coverage_at_precision_0.90	0.2821283955076158	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_signal_aware_coverage_at_precision_0.55	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_signal_aware_coverage_at_precision_0.60	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_signal_aware_coverage_at_precision_0.70	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_signal_aware_coverage_at_precision_0.80	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	exact_signal_aware_coverage_at_precision_0.90	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_signal_aware_coverage_at_precision_0.55	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_signal_aware_coverage_at_precision_0.60	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_signal_aware_coverage_at_precision_0.70	0.804142328288546	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_signal_aware_coverage_at_precision_0.80	0.4734645116928398	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross_signal_aware_coverage_at_precision_0.90	0.2821283955076158	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	mean_truth_state_distance_rank	2.699806219048876	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	truth_state_geometrically_nearest_fraction	0.16585982483313308	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	posterior_top1_equals_geometrically_nearest_fraction	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	n_contacts	350034	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	callable_fraction	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_top1_accuracy	0.1887016689807276	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_random_tie_expected_accuracy	0.1887016689807276	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_accuracy_ci95_lower	0.18740889053197476	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_accuracy_ci95_upper	0.190001280060573	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_log_loss	1.6909817035072159	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_brier	1.0058283541969957	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_accuracy	0.8473976813680957	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_random_tie_expected_accuracy	0.8473976813680957	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_accuracy_ci95_lower	0.8462025801942904	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_accuracy_ci95_upper	0.8485851575726587	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_log_loss	0.2955186308744393	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_brier	0.19119179797343355	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	mean_entropy	0.836211611393498	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_ece	0.4514720897410134	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_ece	0.02761601149944809	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	mean_exact_confidence	0.640173758721741	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	mean_same_cross_confidence	0.8548177570918905	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	mean_signal_probability	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_coverage_at_precision_0.55	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_coverage_at_precision_0.60	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_coverage_at_precision_0.70	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_coverage_at_precision_0.80	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_coverage_at_precision_0.90	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_coverage_at_precision_0.55	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_coverage_at_precision_0.60	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_coverage_at_precision_0.70	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_coverage_at_precision_0.80	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_coverage_at_precision_0.90	0.8608592308175778	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_signal_aware_coverage_at_precision_0.55	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_signal_aware_coverage_at_precision_0.60	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_signal_aware_coverage_at_precision_0.70	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_signal_aware_coverage_at_precision_0.80	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact_signal_aware_coverage_at_precision_0.90	0.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_signal_aware_coverage_at_precision_0.55	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_signal_aware_coverage_at_precision_0.60	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_signal_aware_coverage_at_precision_0.70	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_signal_aware_coverage_at_precision_0.80	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross_signal_aware_coverage_at_precision_0.90	0.8608592308175778	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	mean_truth_state_distance_rank	2.201269019580955	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	truth_state_geometrically_nearest_fraction	0.1887016689807276	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	posterior_top1_equals_geometrically_nearest_fraction	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	n_contacts	206057	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	callable_fraction	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_top1_accuracy	0.20466181687591298	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_random_tie_expected_accuracy	0.20466181687591298	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_accuracy_ci95_lower	0.20292532787223966	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_accuracy_ci95_upper	0.20640931747655555	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_log_loss	1.4158311873562726	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_brier	0.9641737396392911	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_accuracy	0.9771616591525646	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_random_tie_expected_accuracy	0.9771616591525646	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_accuracy_ci95_lower	0.9765076933022714	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_accuracy_ci95_upper	0.9777978341712619	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_log_loss	0.09780477009328975	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_brier	0.04265138685164105	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	mean_entropy	0.6988810795141106	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_ece	0.48722160174081336	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_ece	0.020291354993657234	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	mean_exact_confidence	0.6918778996428218	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	mean_same_cross_confidence	0.9568703041589075	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	mean_signal_probability	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_coverage_at_precision_0.55	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_coverage_at_precision_0.60	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_coverage_at_precision_0.70	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_coverage_at_precision_0.80	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_coverage_at_precision_0.90	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_coverage_at_precision_0.55	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_coverage_at_precision_0.60	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_coverage_at_precision_0.70	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_coverage_at_precision_0.80	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_coverage_at_precision_0.90	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_signal_aware_coverage_at_precision_0.55	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_signal_aware_coverage_at_precision_0.60	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_signal_aware_coverage_at_precision_0.70	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_signal_aware_coverage_at_precision_0.80	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact_signal_aware_coverage_at_precision_0.90	0.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_signal_aware_coverage_at_precision_0.55	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_signal_aware_coverage_at_precision_0.60	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_signal_aware_coverage_at_precision_0.70	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_signal_aware_coverage_at_precision_0.80	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross_signal_aware_coverage_at_precision_0.90	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	mean_truth_state_distance_rank	1.8529290439053272	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	truth_state_geometrically_nearest_fraction	0.20466181687591298	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	posterior_top1_equals_geometrically_nearest_fraction	1.0	206057	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	n_contacts	143977	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	callable_fraction	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_top1_accuracy	0.16585982483313308	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_random_tie_expected_accuracy	0.16585982483313308	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_accuracy_ci95_lower	0.16394746037757468	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_accuracy_ci95_upper	0.16779001924037446	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_log_loss	2.0847716137464563	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_brier	1.0654436046322524	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_accuracy	0.661682074220188	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_random_tie_expected_accuracy	0.661682074220188	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_accuracy_ci95_lower	0.6592338595192067	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_accuracy_ci95_upper	0.6641216614534609	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_log_loss	0.5784827502197606	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_brier	0.4037798606120717	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	mean_entropy	1.032756319280667	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_ece	0.4003160025122415	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_ece	0.05436031169682625	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	mean_exact_confidence	0.5661758273453745	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	mean_same_cross_confidence	0.7087621948077175	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	mean_signal_probability	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_coverage_at_precision_0.55	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_coverage_at_precision_0.60	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_coverage_at_precision_0.70	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_coverage_at_precision_0.80	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_coverage_at_precision_0.90	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_coverage_at_precision_0.55	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_coverage_at_precision_0.60	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_coverage_at_precision_0.70	0.8022253554387159	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_coverage_at_precision_0.80	0.4653659959576877	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_coverage_at_precision_0.90	0.27084881613035416	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_signal_aware_coverage_at_precision_0.55	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_signal_aware_coverage_at_precision_0.60	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_signal_aware_coverage_at_precision_0.70	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_signal_aware_coverage_at_precision_0.80	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact_signal_aware_coverage_at_precision_0.90	0.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_signal_aware_coverage_at_precision_0.55	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_signal_aware_coverage_at_precision_0.60	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_signal_aware_coverage_at_precision_0.70	0.8022253554387159	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_signal_aware_coverage_at_precision_0.80	0.4653659959576877	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross_signal_aware_coverage_at_precision_0.90	0.27084881613035416	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	mean_truth_state_distance_rank	2.699806219048876	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	truth_state_geometrically_nearest_fraction	0.16585982483313308	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	posterior_top1_equals_geometrically_nearest_fraction	1.0	143977	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	n_contacts	350034	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	callable_fraction	1.0	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact_top1_accuracy	0.1887016689807276	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact_random_tie_expected_accuracy	0.1887016689807276	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact_accuracy_ci95_lower	0.18740889053197476	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact_accuracy_ci95_upper	0.190001280060573	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact_log_loss	1.8796949242693213	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact_brier	1.0834693131878415	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross_accuracy	0.8474548186747574	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross_random_tie_expected_accuracy	0.8474548186747574	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross_accuracy_ci95_lower	0.8462598997576594	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross_accuracy_ci95_upper	0.8486421113685167	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross_log_loss	0.2940827745566275	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross_brier	0.19135417453212517	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	mean_entropy	0.7590323945634309	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact_ece	0.4932021170134194	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross_ece	0.02851123511802317	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	mean_exact_confidence	0.6819037859941471	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	mean_same_cross_confidence	0.8678040551152655	350034	ORACLE_COORDINATES
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	mean_signal_probability	1.0	350034	ORACLE_COORDINATES
