experiment	component	configuration	scope	metric	bin_index	lower	upper	count	coverage	mean_confidence	accuracy
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	5	0.5	0.6000000000000001	41995	0.29167853198774807	0.5490360506121715	0.5152518156923444
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	6	0.6000000000000001	0.7000000000000001	34160	0.23726011793550358	0.6485606247614847	0.5720140515222483
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	7	0.7000000000000001	0.8	27108	0.18828007251158171	0.7481787241261142	0.6544193595986425
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	8	0.8	0.9	20127	0.13979316140772485	0.8484282714056336	0.8122919461419983
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	9	0.9	1.0	20587	0.1429881161574418	0.94602953137069	0.9714868606402098
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	2	0.2	0.30000000000000004	2367	0.006762200243404927	0.2871971598857558	0.253907900295733
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	3	0.30000000000000004	0.4	29836	0.08523743407783244	0.3558141880747538	0.24101756267596192
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	4	0.4	0.5	37281	0.1065067964826274	0.4523139298264914	0.25101258013465305
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	5	0.5	0.6000000000000001	56523	0.1614785992217899	0.548693128160211	0.32528351290625057
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	6	0.6000000000000001	0.7000000000000001	52828	0.15092248181605217	0.6502201891944055	0.24767168925569774
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	7	0.7000000000000001	0.8	54656	0.15614483164492593	0.7502613336324405	0.16955137587822014
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	8	0.8	0.9	61685	0.1762257380711588	0.8512715099242759	0.09653886682337684
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	exact	9	0.9	1.0	54858	0.15672191844220848	0.9415280549329288	0.04028582886725728
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	5	0.5	0.6000000000000001	39767	0.11360896370066907	0.5492445352053941	0.5126612517916865
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	6	0.6000000000000001	0.7000000000000001	32730	0.09350520235177154	0.6488314295092562	0.5655362053162236
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	7	0.7000000000000001	0.8	28282	0.08079786535022312	0.7492626279004675	0.642387384201966
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	8	0.8	0.9	30221	0.08633732723106899	0.8537344028697792	0.8091393401939049
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	all	same_cross	9	0.9	1.0	219034	0.6257506413662672	0.975608861991551	0.9821306281216615
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	2	0.2	0.30000000000000004	6	2.9118156626564496e-05	0.2835807845250083	0.3333333333333333
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	3	0.30000000000000004	0.4	641	0.0031107897329379734	0.36707066538553207	0.20280811232449297
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	4	0.4	0.5	6416	0.031137015486006298	0.47528712576488047	0.3756234413965087
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	5	0.5	0.6000000000000001	35005	0.1698801787854817	0.5492554704996447	0.4023139551492644
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	6	0.6000000000000001	0.7000000000000001	36714	0.17817400039794815	0.6512273746869425	0.28169090810045216
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	7	0.7000000000000001	0.8	41672	0.20223530382369928	0.7508608896216384	0.18655212132846996
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	8	0.8	0.9	47982	0.23285789854263625	0.8510343654043733	0.11133341669792839
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	exact	9	0.9	1.0	37621	0.1825756950746638	0.9406919213659188	0.05552749793998033
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	5	0.5	0.6000000000000001	644	0.003125348811251256	0.5532591848196554	0.6009316770186336
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	6	0.6000000000000001	0.7000000000000001	989	0.004799642817278714	0.6550113202808245	0.6562184024266936
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	7	0.7000000000000001	0.8	2342	0.011365787136569008	0.7589453381127454	0.8035866780529461
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	8	0.8	0.9	9276	0.04501667014466871	0.8638978167329624	0.9038378611470461
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	cis	same_cross	9	0.9	1.0	192806	0.9356925510902323	0.9789747145715623	0.9857940105598374
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	2	0.2	0.30000000000000004	2361	0.016398452530612527	0.2872063501662151	0.25370605675561203
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	3	0.30000000000000004	0.4	29195	0.20277544329997152	0.35556704294866337	0.24185648227436204
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	4	0.4	0.5	30865	0.21437451815220487	0.447538422775116	0.22510934715697392
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	5	0.5	0.6000000000000001	21518	0.1494544267487168	0.5477783222492586	0.19997211636769216
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	6	0.6000000000000001	0.7000000000000001	16114	0.11192065399334616	0.6479254263687255	0.1701625915353109
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	7	0.7000000000000001	0.8	12984	0.09018107058766331	0.7483370655192355	0.11498767714109673
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	8	0.8	0.9	13703	0.09517492377254701	0.8521018878235656	0.04473472962125082
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	exact	9	0.9	1.0	17237	0.11972051091493781	0.9433529769567427	0.007019783024888321
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	5	0.5	0.6000000000000001	39123	0.2717309014634282	0.5491784504380811	0.5112082406768397
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	6	0.6000000000000001	0.7000000000000001	31741	0.22045882328427457	0.6486388737620181	0.5627106896443086
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	7	0.7000000000000001	0.8	25940	0.1801676656688221	0.7483884217587113	0.6278334618350039
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	8	0.8	0.9	20945	0.14547462441917805	0.849233289143597	0.7671998090236333
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_log	trans	same_cross	9	0.9	1.0	26228	0.18216798516429708	0.9508659699471068	0.9552005490315694
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	2	0.2	0.30000000000000004	3	8.570595999245788e-06	0.29558907442863513	0.3333333333333333
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	3	0.30000000000000004	0.4	286	0.0008170634852614318	0.3736753574303167	0.25874125874125875
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	4	0.4	0.5	1762	0.005033796716890359	0.4632434119609429	0.24233825198637912
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	5	0.5	0.6000000000000001	21629	0.061791140289229045	0.5493367362842857	0.3842988580147025
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	6	0.6000000000000001	0.7000000000000001	23109	0.0660193009821903	0.6493849108236651	0.3564844865636765
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	7	0.7000000000000001	0.8	24002	0.06857048172463247	0.7512495130011458	0.32884759603366387
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	8	0.8	0.9	32961	0.09416513824371346	0.8541504132437736	0.2941658323473196
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	exact	9	0.9	1.0	246282	0.7035945079620837	0.9856406102185848	0.12754078657798784
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	5	0.5	0.6000000000000001	4854	0.013867224326779684	0.5505263436219131	0.503914297486609
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	6	0.6000000000000001	0.7000000000000001	5501	0.01571561619728369	0.6517736912730433	0.5209961825122705
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	7	0.7000000000000001	0.8	6483	0.018521057954370146	0.7521425567767176	0.5192040721888015
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	8	0.8	0.9	9664	0.027608746578903765	0.854318780400658	0.5345612582781457
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	all	same_cross	9	0.9	1.0	323532	0.9242873549426627	0.9962164488890028	0.8744451862566918
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	2	0.2	0.30000000000000004	1	4.853026104427416e-06	0.2997908963556507	0.0
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	3	0.30000000000000004	0.4	21	0.00010191354819297573	0.37763854535220737	0.14285714285714285
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	4	0.4	0.5	173	0.0008395735160659429	0.4692835932861141	0.2138728323699422
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	5	0.5	0.6000000000000001	14837	0.07200434831138956	0.5491419358240545	0.4550785199164252
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	6	0.6000000000000001	0.7000000000000001	15877	0.07705149545999408	0.6486682263815212	0.41506581847956164
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	7	0.7000000000000001	0.8	15721	0.0762944233877034	0.7510818403591346	0.37942878951720627
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	8	0.8	0.9	21193	0.10285018223113022	0.8542780473381252	0.3322795262586703
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	exact	9	0.9	1.0	138234	0.6708532105194194	0.9841029860525208	0.11417596249837232
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	5	0.5	0.6000000000000001	140	0.0006794236546198382	0.5512597651496912	0.5357142857142857
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	6	0.6000000000000001	0.7000000000000001	234	0.0011356081084360153	0.6590341455270147	0.6666666666666666
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	7	0.7000000000000001	0.8	279	0.001353994283135249	0.754000814917786	0.5591397849462365
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	8	0.8	0.9	518	0.0025138675220934014	0.857201385897169	0.6428571428571429
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	cis	same_cross	9	0.9	1.0	204886	0.9943171064317154	0.999625046385354	0.9794666302236366
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	2	0.2	0.30000000000000004	2	1.3891107607465081e-05	0.2934881634651273	0.5
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	3	0.30000000000000004	0.4	265	0.0018405717579891233	0.3733612934817896	0.2679245283018868
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	4	0.4	0.5	1589	0.011036484994131008	0.4625857962471263	0.24543738200125864
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	5	0.5	0.6000000000000001	6792	0.047174201434951414	0.5497622743332331	0.22968197879858657
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	6	0.6000000000000001	0.7000000000000001	7232	0.05023024510859373	0.6509583066875917	0.22787610619469026
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	7	0.7000000000000001	0.8	8281	0.05751613104870917	0.7515678298233966	0.23282212293201304
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	8	0.8	0.9	11768	0.08173527716232454	0.8539205569078122	0.22552685248130525
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	exact	9	0.9	1.0	108048	0.7504531973856935	0.9876078094168272	0.1446394195172516
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	5	0.5	0.6000000000000001	4714	0.032741340630795195	0.5505045619049235	0.5029698769622402
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	6	0.6000000000000001	0.7000000000000001	5267	0.03658223188425929	0.6514511269488684	0.5145243971900513
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	7	0.7000000000000001	0.8	6204	0.04309021579835668	0.7520589890750158	0.5174081237911026
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	8	0.8	0.9	9146	0.06352403508893782	0.8541555189041357	0.5284277279685108
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotone_logistic	trans	same_cross	9	0.9	1.0	118646	0.824062176597651	0.9903302503940059	0.6930869982974563
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	2	0.2	0.30000000000000004	3	5.693788077207766e-05	0.2780369168411501	0.0
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	3	0.30000000000000004	0.4	129	0.0024483288731993397	0.3670209206434325	0.1937984496124031
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	4	0.4	0.5	1781	0.03380212188502344	0.4738139406132767	0.38517686692869174
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	5	0.5	0.6000000000000001	6322	0.11998709408035833	0.5496516737344517	0.3620689655172414
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	6	0.6000000000000001	0.7000000000000001	7993	0.15170149367040558	0.6521805673936947	0.2014262479669711
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	7	0.7000000000000001	0.8	10215	0.19387348402892443	0.7520235430581356	0.09427312775330396
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	8	0.8	0.9	13785	0.26162956214769684	0.8525197800939397	0.0420747188973522
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	exact	9	0.9	1.0	12461	0.23650097743361992	0.9426987803554787	0.01982184415375973
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	5	0.5	0.6000000000000001	227	0.00430829964508721	0.5570165611001138	0.5242290748898678
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	6	0.6000000000000001	0.7000000000000001	303	0.005750725957979844	0.6554182114076473	0.7392739273927392
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	7	0.7000000000000001	0.8	764	0.014500180303289112	0.7571622088013091	0.8350785340314136
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	8	0.8	0.9	3031	0.05752623887338913	0.8635977543933556	0.9102606400527878
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_20_50Mb	same_cross	9	0.9	1.0	48364	0.9179145552202547	0.974244679269356	0.9819287073029526
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	3	0.30000000000000004	0.4	137	0.003000438020148927	0.3632522964664954	0.13138686131386862
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	4	0.4	0.5	1539	0.03370565045992115	0.47535191283508377	0.36907082521117607
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	5	0.5	0.6000000000000001	6295	0.13786684187472623	0.5502770480825181	0.35186656076250994
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	6	0.6000000000000001	0.7000000000000001	7510	0.16447656592203241	0.6520608383783293	0.21544607190412782
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	7	0.7000000000000001	0.8	9169	0.20081033727551467	0.7517589536488954	0.11571599956374741
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	8	0.8	0.9	10998	0.24086727989487516	0.8514140383198405	0.055100927441352976
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	exact	9	0.9	1.0	10012	0.21927288655278143	0.9420738427407119	0.02037554934079105
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	5	0.5	0.6000000000000001	207	0.004533508541392904	0.5482976972445809	0.6183574879227053
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	6	0.6000000000000001	0.7000000000000001	287	0.006285589137100306	0.6560850745678315	0.6167247386759582
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	7	0.7000000000000001	0.8	532	0.011651335961454228	0.7627108139542877	0.8270676691729323
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	8	0.8	0.9	2134	0.046736749890494964	0.8661367093060383	0.9287722586691659
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_5_20Mb	same_cross	9	0.9	1.0	42500	0.9307928164695576	0.9765874031601764	0.9851058823529412
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_ge50Mb	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_ge50Mb	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_stratified_genomic_separation	oracle_coords_monotone_log	cis_ge50Mb	exact	2	0.2	0.30000000000000004	3	9.402620196828183e-05	0.28912465220886635	0.6666666666666666
