experiment	component	configuration	scope	metric	bin_index	lower	upper	count	coverage	mean_confidence	accuracy
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross	5	0.5	0.6000000000000001	38618	0.26822339679254326	0.5492570374577407	0.5110052307214252
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross	6	0.6000000000000001	0.7000000000000001	31415	0.21819457274425777	0.6487895038953015	0.5605920738500716
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross	7	0.7000000000000001	0.8	25804	0.17922307035151447	0.748592459133887	0.6250193768407999
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross	8	0.8	0.9	21024	0.14602332316967293	0.8493081581685525	0.7591799847792998
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_logdist2	trans	same_cross	9	0.9	1.0	27116	0.18833563694201158	0.9516816445655313	0.9526110045729459
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	2	0.2	0.30000000000000004	2593	0.007407851808681442	0.2871283604320882	0.2533744697261859
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	3	0.30000000000000004	0.4	32875	0.09391944782506842	0.35575828481850036	0.24033460076045626
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	4	0.4	0.5	44118	0.12603918476490855	0.4539273788308089	0.26168457319008115
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	5	0.5	0.6000000000000001	71754	0.20499151510996075	0.5488709818362679	0.31525768598266296
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	6	0.6000000000000001	0.7000000000000001	63496	0.18139952118937017	0.649211873132555	0.21599785813279576
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	7	0.7000000000000001	0.8	58401	0.16684379231731775	0.7490587500641319	0.12784027670759063
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	8	0.8	0.9	51566	0.14731711776570275	0.8485534779958608	0.0395221657681418
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	exact	9	0.9	1.0	25231	0.07208156921899016	0.9317031300069536	0.004320082438270382
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	5	0.5	0.6000000000000001	42842	0.122393824599896	0.549120227357623	0.5168526212595117
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	6	0.6000000000000001	0.7000000000000001	35565	0.10160441557105881	0.6488556382559869	0.576606213974413
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	7	0.7000000000000001	0.8	31015	0.08860567830553603	0.7494100055624953	0.6791230049975818
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	8	0.8	0.9	35001	0.0999931435232006	0.8545960790842771	0.8620896545812977
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	all	same_cross	9	0.9	1.0	205611	0.5874029380003085	0.970077722224607	0.9859929673023331
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	2	0.2	0.30000000000000004	12	5.823631325312899e-05	0.28594903308807246	0.3333333333333333
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	3	0.30000000000000004	0.4	1116	0.005415977132540996	0.36555057836850097	0.22043010752688172
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	4	0.4	0.5	11402	0.05533420364268139	0.47364762168589575	0.37870549026486583
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	5	0.5	0.6000000000000001	48827	0.23695870560087742	0.5496890385820044	0.3733590021914105
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	6	0.6000000000000001	0.7000000000000001	46877	0.22749530469724397	0.6498965464870797	0.2383471638543422
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	7	0.7000000000000001	0.8	45764	0.22209388664301624	0.7493292724506776	0.1387553535530111
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	8	0.8	0.9	38886	0.1887147730967645	0.847176189396261	0.04569768039911536
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	exact	9	0.9	1.0	13173	0.06392891287362235	0.9271922211013309	0.005617551051393001
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	2	0.2	0.30000000000000004	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	3	0.30000000000000004	0.4	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	4	0.4	0.5	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	5	0.5	0.6000000000000001	847	0.004110513110450021	0.5532937839399553	0.5962219598583235
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	6	0.6000000000000001	0.7000000000000001	1405	0.006818501676720519	0.6560283506917137	0.6882562277580071
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	7	0.7000000000000001	0.8	3907	0.018960772989997914	0.7579530250601713	0.8505246992577425
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	8	0.8	0.9	14874	0.07218391027725338	0.8629421504267576	0.9294742503697727
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	cis	same_cross	9	0.9	1.0	185024	0.8979263019455782	0.9727534837750523	0.9876070131442407
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	0	0.0	0.1	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	1	0.1	0.2	0	0.0	nan	nan
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	2	0.2	0.30000000000000004	2581	0.01792647436743369	0.28713384355030913	0.25300271212708253
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	3	0.30000000000000004	0.4	31759	0.22058384325274175	0.3554141870949637	0.24103403759564218
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	4	0.4	0.5	32716	0.2272307382429138	0.44705458848254814	0.22090108815258588
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	5	0.5	0.6000000000000001	22927	0.15924071205817597	0.5471287889316547	0.19152091420595804
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	6	0.6000000000000001	0.7000000000000001	16619	0.11542815866423109	0.6472806237890293	0.15295745833082616
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	7	0.7000000000000001	0.8	12637	0.08777096341776812	0.748079072411376	0.08831209939067816
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	8	0.8	0.9	12680	0.08806962223132861	0.8527772354472832	0.02058359621451104
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	exact	9	0.9	1.0	12058	0.08374948776540697	0.9366311614395102	0.0029026372532758335
057	057A_oracle_coordinates_score_kernel_isolation	oracle_coords_monotonic_powerlaw	trans	same_cross	0	0.0	0.1	0	0.0	nan	nan
