run_id	config_name	status	strict_pairs_only_candidate	boundary_reasons	model_top1_accuracy_genome_trans	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_all	model_same_cross_accuracy_genome_trans	mean_per_chrom_cis_distance_spearman	input_contact_source	sample	uses_phase_labels	uses_charm_or_reference	uses_charm_for_training	readgroup_mode	fixed_posterior	manifest_path	summary_path
044-20260620_040939-p9016_multiseed_basin_audit_1m	p9016_multiseed_best035_seed17_noise0	OK	1	OK	0.352883	0.572055	0.481905	0.55263	0.769516	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_best035_seed17_noise0/p9016_multiseed_best035_seed17_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/summary.tsv
043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m	p9016_rawremain_best035_td0p5_lct0p03_gct0p003	OK	1	OK	0.352848	0.572337	0.482056	0.552651	0.769549	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m/outputs/p9016_rawremain_best035_td0p5_lct0p03_gct0p003/p9016_rawremain_best035_td0p5_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_anchor_off_seed17_noise0_best035	OK	1	OK	0.352834	0.572181	0.481959	0.552685	0.769483	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_anchor_off_seed17_noise0_best035/p9016_callable_anchor_off_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
040-20260620_010533-p9016_normdir_copytrack_1m	p9016_pcgamma1_td0p5_normdir0p01_lct0p03_gct0p003	OK	1	OK	0.35282	0.572157	0.481939	0.547469	0.761469	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/outputs/p9016_pcgamma1_td0p5_normdir0p01_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p02_m0p10_w10_seed17_best035	OK	1	OK	0.352772	0.572138	0.481907	0.552484	0.76942	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p02_m0p10_w10_seed17_best035/p9016_callable_negent_t0p02_m0p10_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
042-20260620_022516-p9016_trans_gate_mstep_1m	p9016_transgate_off_best035_td0p5_lct0p03_gct0p003	OK	1	OK	0.352751	0.572114	0.481885	0.552484	0.769473	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/042-20260620_022516-p9016_trans_gate_mstep_1m/outputs/p9016_transgate_off_best035_td0p5_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/042-20260620_022516-p9016_trans_gate_mstep_1m/summary.tsv
049-20260620_103248-p9016_trans_dscale_gamma_1m	p9016_transgamma_g1_td0p5_seed17_best035_replay	OK	1	OK	0.352619	0.570929	0.481133	0.55256	0.76939	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g1_td0p5_seed17_best035_replay/p9016_transgamma_g1_td0p5_seed17_best035_replay/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_callable_negent_t0p10_m0p05_w10_seed17_best035	OK	1	OK	0.352584	0.572138	0.48183	0.552672	0.769291	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_callable_negent_t0p10_m0p05_w10_seed17_best035/p9016_callable_negent_t0p10_m0p05_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p0003_seed17_noise0_best035	OK	1	OK	0.352244	0.570017	0.480442	0.551977	0.767643	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p0003_seed17_noise0_best035/p9016_initanchor_k0p0003_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m	p9016_rawremain_chrpair_estep_l0p10_w20_best035	OK	1	OK	0.351938	0.577762	0.484876	0.54822	0.782694	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m/outputs/p9016_rawremain_chrpair_estep_l0p10_w20_best035/p9016_rawremain_chrpair_estep_l0p10_w20_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/043-20260620_031947-p9016_raw_pairs_remaining_ablation_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0	OK	1	OK	0.351403	0.568003	0.478911	0.542295	0.763052	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_sep0_lct0p01_gct0	OK	1	OK	0.35107	0.568867	0.479282	0.541906	0.762935	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0p01_gct0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
049-20260620_103248-p9016_trans_dscale_gamma_1m	p9016_transgamma_g0p5_td0p75_seed71_best035	OK	1	OK	0.35107	0.56116	0.474745	0.564396	0.780464	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g0p5_td0p75_seed71_best035/p9016_transgamma_g0p5_td0p75_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_sep0_lct0_gct0p01	OK	1	OK	0.350959	0.570012	0.479911	0.551588	0.758948	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0_gct0p01/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
036-20260619_212753-p9016_trans_confidence_rho_1m	p9016_pcgamma1_td0p5_transfloor0p25_lct0p03_gct0p003	OK	1	OK	0.350924	0.591564	0.492584	0.548977	0.766898	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/outputs/p9016_pcgamma1_td0p5_transfloor0p25_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/summary.tsv
015-20260617_234926-p9016_charm3dg_clean_contacts_1m	p9016_charm3dg20k_1pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.350884	0.468187	0.453938	0.540892	0.40785	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/015-20260617_234926-p9016_charm3dg_clean_contacts_1m/outputs/p9016_charm3dg20k_1pr_clean_contacts_pcgamma1_ieps0p5_noise0_seed17/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/015-20260617_234926-p9016_charm3dg_clean_contacts_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_1pr_expected_alias_gamma1_ieps0p5_noise0	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.350884	0.468202	0.453951	0.540892	0.407842	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/1pr/p9016_charm3dg20k_1pr_expected_alias_gamma1_ieps0p5_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_1pr_pcgamma1_sep_off_ieps0p5_noise0	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.350884	0.468208	0.453956	0.540892	0.407848	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/1pr/p9016_charm3dg20k_1pr_pcgamma1_sep_off_ieps0p5_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_1pr_tempered_pcgamma1_sep_off_ieps0p5_noise0	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.350884	0.468213	0.453961	0.540892	0.407846	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/1pr/p9016_charm3dg20k_1pr_tempered_pcgamma1_sep_off_ieps0p5_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
040-20260620_010533-p9016_normdir_copytrack_1m	p9016_pcgamma1_td0p5_normdir0p003_lct0p03_gct0p003	OK	1	OK	0.350111	0.568857	0.478882	0.549303	0.761056	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/outputs/p9016_pcgamma1_td0p5_normdir0p003_lct0p03_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/040-20260620_010533-p9016_normdir_copytrack_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p03_seed17_noise0_best035	OK	1	OK	0.350021	0.568843	0.478836	0.542406	0.769066	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p03_seed17_noise0_best035/p9016_initanchor_k0p03_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_sep0_lct0p01_gct0p003	OK	1	OK	0.34998	0.565392	0.476788	0.54872	0.757005	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0p01_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0p003	OK	1	OK	0.349931	0.56512	0.476608	0.548553	0.757059	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0p01_gct0p003/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p01_seed17_noise0_best035	OK	1	OK	0.349417	0.568891	0.478616	0.5411	0.759412	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p01_seed17_noise0_best035/p9016_initanchor_k0p01_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
036-20260619_212753-p9016_trans_confidence_rho_1m	p9016_pcgamma1_td0p5_transfloor0p25_sep0	OK	1	OK	0.349146	0.585396	0.488221	0.547685	0.765617	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/outputs/p9016_pcgamma1_td0p5_transfloor0p25_sep0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p001_seed17_noise0_best035	OK	1	OK	0.34909	0.5681	0.478016	0.548546	0.762925	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p001_seed17_noise0_best035/p9016_initanchor_k0p001_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_samecross_m0p50_p1_w10_seed71_best035	OK	1	OK	0.34841	0.573841	0.481116	0.547275	0.782815	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_samecross_m0p50_p1_w10_seed71_best035/p9016_samecross_m0p50_p1_w10_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p03_seed71_noise0p05_best035	OK	1	OK	0.348174	0.566455	0.476671	0.547664	0.777702	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p03_seed71_noise0p05_best035/p9016_initanchor_k0p03_seed71_noise0p05_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_2pr_pcgamma1_msep1_lsep0p5_ieps0p5_noise0	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.347693	0.436589	0.424888	0.521859	0.381628	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma1_msep1_lsep0p5_ieps0p5_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_sep0_lct0p03_gct0	OK	1	OK	0.347465	0.568702	0.477702	0.539267	0.762043	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_sep0_lct0p03_gct0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
049-20260620_103248-p9016_trans_dscale_gamma_1m	p9016_transgamma_g0p25_td0p75_seed71_best035	OK	1	OK	0.34668	0.574433	0.480753	0.561423	0.765422	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g0p25_td0p75_seed71_best035/p9016_transgamma_g0p25_td0p75_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_samecross_m0p50_p1_w10_seed17_best035	OK	1	OK	0.346291	0.567848	0.476717	0.540052	0.772799	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_samecross_m0p50_p1_w10_seed17_best035/p9016_samecross_m0p50_p1_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
036-20260619_212753-p9016_trans_confidence_rho_1m	p9016_pcgamma1_td0p5_transfloor0p5_sep0	OK	1	OK	0.346194	0.571051	0.478562	0.552929	0.800016	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/outputs/p9016_pcgamma1_td0p5_transfloor0p5_sep0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/summary.tsv
049-20260620_103248-p9016_trans_dscale_gamma_1m	p9016_transgamma_g0_td1_seed71_best035	OK	1	OK	0.34593	0.570439	0.478094	0.547803	0.779605	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/outputs/p9016_transgamma_g0_td1_seed71_best035/p9016_transgamma_g0_td1_seed71_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/049-20260620_103248-p9016_trans_dscale_gamma_1m/summary.tsv
032-20260619_122253-p9016_trans_contact_scaling_1m	p9016_pcgamma1_tk1_td0p5_sep0_ieps0p5_noise0_seed17	OK	1	OK	0.345333	0.567358	0.476034	0.539267	0.760296	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/032-20260619_122253-p9016_trans_contact_scaling_1m/outputs/p9016_pcgamma1_tk1_td0p5_sep0_ieps0p5_noise0_seed17/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/032-20260619_122253-p9016_trans_contact_scaling_1m/summary.tsv
036-20260619_212753-p9016_trans_confidence_rho_1m	p9016_pcgamma1_td0p5_baseline_sep0_lct0_gct0	OK	1	OK	0.345333	0.567358	0.476034	0.539267	0.760296	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/outputs/p9016_pcgamma1_td0p5_baseline_sep0_lct0_gct0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/036-20260619_212753-p9016_trans_confidence_rho_1m/summary.tsv
047-20260620_082138-p9016_init_coord_anchor_1m	p9016_initanchor_k0p003_seed17_noise0_best035	OK	1	OK	0.34502	0.571488	0.478336	0.540517	0.767616	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/outputs/p9016_initanchor_k0p003_seed17_noise0_best035/p9016_initanchor_k0p003_seed17_noise0_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/047-20260620_082138-p9016_init_coord_anchor_1m/summary.tsv
034-20260619_140108-p9016_entropy_rho_temperature_1m	p9016_pcgamma1_rho_entropy_floor0p5_temp1_td0p5_sep0	OK	1	OK	0.344944	0.567333	0.475859	0.538746	0.75923	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/034-20260619_140108-p9016_entropy_rho_temperature_1m/outputs/p9016_pcgamma1_rho_entropy_floor0p5_temp1_td0p5_sep0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/034-20260619_140108-p9016_entropy_rho_temperature_1m/summary.tsv
034-20260619_140108-p9016_entropy_rho_temperature_1m	p9016_pcgamma1_rho_constant_temp1_td0p5_sep0	OK	1	OK	0.344895	0.565979	0.475042	0.539371	0.758404	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/034-20260619_140108-p9016_entropy_rho_temperature_1m/outputs/p9016_pcgamma1_rho_constant_temp1_td0p5_sep0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/034-20260619_140108-p9016_entropy_rho_temperature_1m/summary.tsv
048-20260620_092323-p9016_callable_anchor_mstep_1m	p9016_samecross_m0p25_p1_w10_seed17_best035	OK	1	OK	0.344826	0.57007	0.477422	0.538906	0.766235	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/outputs/p9016_samecross_m0p25_p1_w10_seed17_best035/p9016_samecross_m0p25_p1_w10_seed17_best035/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/048-20260620_092323-p9016_callable_anchor_mstep_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0_gct0	OK	1	OK	0.344583	0.566867	0.475437	0.538447	0.759551	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_entropyfloor0p5_sep0_lct0_gct0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
037-20260619_230802-p9016_trans_chrpair_mstep_1m	p9016_pcgamma1_td0p5_mstep0_sep0	OK	1	OK	0.344374	0.565892	0.474777	0.538392	0.75945	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/037-20260619_230802-p9016_trans_chrpair_mstep_1m/outputs/p9016_pcgamma1_td0p5_mstep0_sep0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/037-20260619_230802-p9016_trans_chrpair_mstep_1m/summary.tsv
042-20260620_022516-p9016_trans_gate_mstep_1m	p9016_transgate_off_td0p5	OK	1	OK	0.344374	0.565892	0.474777	0.538392	0.75945	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/042-20260620_022516-p9016_trans_gate_mstep_1m/outputs/p9016_transgate_off_td0p5/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/042-20260620_022516-p9016_trans_gate_mstep_1m/summary.tsv
034-20260619_140108-p9016_entropy_rho_temperature_1m	p9016_pcgamma1_rho_entropy_floor0p25_temp1_td0p5_sep0	OK	1	OK	0.344312	0.565149	0.474314	0.538683	0.758114	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/034-20260619_140108-p9016_entropy_rho_temperature_1m/outputs/p9016_pcgamma1_rho_entropy_floor0p25_temp1_td0p5_sep0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/034-20260619_140108-p9016_entropy_rho_temperature_1m/summary.tsv
035-20260619_143807-p9016_copytrack_entropy_combo_1m	p9016_pcgamma1_td0p5_best034_sep0_lct0_gct0	OK	1	OK	0.344284	0.565261	0.474368	0.538697	0.757868	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/outputs/p9016_pcgamma1_td0p5_best034_sep0_lct0_gct0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/035-20260619_143807-p9016_copytrack_entropy_combo_1m/summary.tsv
044-20260620_040939-p9016_multiseed_basin_audit_1m	p9016_multiseed_chrpair_m0p5_p4_w10_seed71_noise0p05	OK	1	OK	0.344284	0.556463	0.469189	0.554616	0.796257	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/outputs/p9016_multiseed_chrpair_m0p5_p4_w10_seed71_noise0p05/p9016_multiseed_chrpair_m0p5_p4_w10_seed71_noise0p05/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/044-20260620_040939-p9016_multiseed_basin_audit_1m/summary.tsv
033-20260619_131815-p9016_trans_top1_mstep_1m	p9016_pcgamma1_top1off_td0p5_sep0_ieps0p5_noise0_seed17	OK	1	OK	0.344277	0.565227	0.474345	0.538746	0.757987	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/033-20260619_131815-p9016_trans_top1_mstep_1m/outputs/p9016_pcgamma1_top1off_td0p5_sep0_ieps0p5_noise0_seed17/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/033-20260619_131815-p9016_trans_top1_mstep_1m/summary.tsv
034-20260619_140108-p9016_entropy_rho_temperature_1m	p9016_pcgamma1_rho_entropy_floor0p5_temp2to1_td0p5_sep0	OK	1	OK	0.344187	0.524797	0.450508	0.54283	0.55646	raw_pairs	P9016	0	0	0	off	NA	/mnt/ssd/zliu/phase3/test_res/034-20260619_140108-p9016_entropy_rho_temperature_1m/outputs/p9016_pcgamma1_rho_entropy_floor0p5_temp2to1_td0p5_sep0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/034-20260619_140108-p9016_entropy_rho_temperature_1m/summary.tsv
