run_id	config_name	status	strict_pairs_only_candidate	boundary_reasons	model_top1_accuracy_genome_trans	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_all	model_same_cross_accuracy_genome_trans	mean_per_chrom_cis_distance_spearman	input_contact_source	sample	uses_phase_labels	uses_charm_or_reference	uses_charm_for_training	readgroup_mode	fixed_posterior	manifest_path	summary_path
018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m	p9016_fixed_state_same_cross_gated	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1;fixed_posterior=1	0.455087	0.638402	0.616134	0.574577	0.783279	charm3dg_derived_pairs	P9016	0	1	1	NA	1	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/outputs/p9016_fixed_state_same_cross_gated/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/summary.tsv
018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m	p9016_fixed_state_softall	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1;fixed_posterior=1	0.455087	0.638402	0.616134	0.574577	0.777347	charm3dg_derived_pairs	P9016	0	1	1	NA	1	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/outputs/p9016_fixed_state_softall/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/summary.tsv
018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m	p9016_fixed_state_softall_trans_dscale0p5	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1;fixed_posterior=1	0.455087	0.638402	0.616134	0.574577	0.775514	charm3dg_derived_pairs	P9016	0	1	1	NA	1	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/outputs/p9016_fixed_state_softall_trans_dscale0p5/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/summary.tsv
018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m	p9016_fixed_state_softall_trans_dscale0p75	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1;fixed_posterior=1	0.455087	0.638402	0.616134	0.574577	0.776217	charm3dg_derived_pairs	P9016	0	1	1	NA	1	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/outputs/p9016_fixed_state_softall_trans_dscale0p75/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/summary.tsv
018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m	p9016_fixed_state_top1_only	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1;fixed_posterior=1	0.455087	0.638402	0.616134	0.574577	0.776641	charm3dg_derived_pairs	P9016	0	1	1	NA	1	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/outputs/p9016_fixed_state_top1_only/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/summary.tsv
018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m	p9016_fixed_state_top2_only	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1;fixed_posterior=1	0.455087	0.638402	0.616134	0.574577	0.779302	charm3dg_derived_pairs	P9016	0	1	1	NA	1	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/outputs/p9016_fixed_state_top2_only/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/018-20260618_220644-p9016_fixed_posterior_graph_semantics_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_1pr_pcgamma1_msep1p5_lsep1_ieps0p5_noise0	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.436158	0.572352	0.555808	0.564676	0.581216	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/1pr/p9016_charm3dg20k_1pr_pcgamma1_msep1p5_lsep1_ieps0p5_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_2pr_raw_common_ieps1_noise0p05	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.411483	0.578884	0.556849	0.572696	0.795088	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_raw_common_ieps1_noise0p05/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_2pr_pcgamma1_msep1p5_lsep1_ieps0p5_noise0	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.403623	0.50134	0.488477	0.527695	0.499117	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma1_msep1p5_lsep1_ieps0p5_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_1pr_raw_common_ieps1_noise0p05	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.40308	0.629611	0.602094	0.531295	0.83663	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/1pr/p9016_charm3dg20k_1pr_raw_common_ieps1_noise0p05/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
016-20260618_150851-p9016_charm_contacts_condition_sweep_1m	p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0	OK	0	input_contact_source=charm3dg_derived_pairs;uses_charm_or_reference=1;uses_charm_for_training=1	0.392019	0.359694	0.363949	0.529955	0.215679	charm3dg_derived_pairs	P9016	0	1	1	NA	NA	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/summary.tsv
014-20260617_205632-p9016_p1006_dscale_gamma_sep_1m	p1006_pcgamma0p5_msep1_lsep0p5_ieps0p5_noise0_seed17	OK	0	sample=P1006;approved_p9016_pairs_unverified	0.391239	0.519754	0.460673	0.567466	0.614501	raw_pairs	P1006	0	0	0	NA	NA	/mnt/ssd/zliu/phase3/test_res/014-20260617_205632-p9016_p1006_dscale_gamma_sep_1m/outputs/P1006/p1006_pcgamma0p5_msep1_lsep0p5_ieps0p5_noise0_seed17/p9016_full.manifest.tsv	/mnt/ssd/zliu/phase3/test_res/014-20260617_205632-p9016_p1006_dscale_gamma_sep_1m/summary.tsv
