config_name	policy	base_policy	policy_family	selection_source	scope	n_eval_contacts	top1_correct_contacts	top1_accuracy	same_cross_correct_contacts	same_cross_accuracy	pmax_threshold	n_called_contacts	called_contact_fraction	pmax_threshold_accuracy	pmax_threshold_recall	delta_top1_vs_cis_selected	target_plus_0p1_met	raw_selection_n_records	raw_selection_total_weight	raw_pair_count	eval_pair_count	raw_eval_pair_intersection_count	selected_pair_count	split_agree_pair_count	split_agree_pair_fraction	split_agree_raw_weight	split_agree_raw_weight_fraction	split_agree_eval_contacts	split_agree_eval_contact_fraction	oracle_comparable_pair_count	oracle_match_pair_count	oracle_match_pair_fraction	oracle_match_raw_weight_fraction	oracle_match_eval_contact_fraction	uses_snp_for_base_gauge	uses_snp_for_pair_selection	uses_snp_labeled_denominator_for_selection_weight	uses_charm_for_denominator_filter	eval_only_uses_snp_for_scoring	eval_only_uses_charm_shared_denominator
p9016_multiseed_best035_seed71_noise0p05	raw_split_b_margin_geom_gap	margin_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	51204	0.355640137	80815	0.561304931	0.9	48732	0.338470728	0.461360092	0.156156886	0	0	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	102	0.536842105	0.558481723	0.56831994	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_agree_margin_geom_gap	margin_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	51204	0.355640137	80815	0.561304931	0.9	48732	0.338470728	0.461360092	0.156156886	0	0	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	102	0.536842105	0.558481723	0.56831994	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_all_pmax_geom_gap	pmax_geom_gap	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	51204	0.355640137	80815	0.561304931	0.9	48732	0.338470728	0.461360092	0.156156886	0	0	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	102	0.536842105	0.558481723	0.56831994	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_a_pmax_geom_gap	pmax_geom_gap	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	51204	0.355640137	80815	0.561304931	0.9	48732	0.338470728	0.461360092	0.156156886	0	0	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	102	0.536842105	0.558481723	0.56831994	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_b_pmax_geom_gap	pmax_geom_gap	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	51204	0.355640137	80815	0.561304931	0.9	48732	0.338470728	0.461360092	0.156156886	0	0	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	102	0.536842105	0.558481723	0.56831994	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_agree_pmax_geom_gap	pmax_geom_gap	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	51204	0.355640137	80815	0.561304931	0.9	48732	0.338470728	0.461360092	0.156156886	0	0	403163	568434	190	190	190	190	190	1	568434	1	143977	1	190	102	0.536842105	0.558481723	0.56831994	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_all_posterior_same_cross_mass	posterior_same_cross_mass	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	41415	0.287650111	72111	0.50085083	0.9	48732	0.338470728	0.318866453	0.107926961	-0.0679900262	0	403163	568434	190	190	190	190	181	0.952631579	538200	0.946811767	136026	0.944775902	190	67	0.352631579	0.354597016	0.356952847	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_a_posterior_same_cross_mass	posterior_same_cross_mass	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	41338	0.287115303	72327	0.50235107	0.9	48732	0.338470728	0.319112698	0.108010307	-0.0685248338	0	403163	568434	190	190	190	190	181	0.952631579	538200	0.946811767	136026	0.944775902	190	68	0.357894737	0.365273717	0.366954444	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_b_posterior_same_cross_mass	posterior_same_cross_mass	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	42441	0.294776249	72831	0.505851629	0.9	48732	0.338470728	0.330994008	0.112031783	-0.060863888	0	403163	568434	190	190	190	190	181	0.952631579	538200	0.946811767	136026	0.944775902	190	71	0.373684211	0.377787043	0.380824715	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_agree_posterior_same_cross_mass	posterior_same_cross_mass	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	42080	0.292268904	72578	0.504094404	0.9	48732	0.338470728	0.32695149	0.110663509	-0.0633712329	0	403163	568434	190	190	190	190	181	0.952631579	538200	0.946811767	136026	0.944775902	190	72	0.378947368	0.380603553	0.382852817	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_all_same_cross_distance_sum	same_cross_distance_sum	blind_raw_all	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	40657	0.282385381	71547	0.496933538	0.9	48732	0.338470728	0.301013708	0.101884329	-0.073254756	0	403163	568434	190	190	190	190	186	0.978947368	556986	0.979860459	140839	0.978204852	190	63	0.331578947	0.340025403	0.343561819	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_a_same_cross_distance_sum	same_cross_distance_sum	blind_raw_split_a	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	40228	0.279405738	71026	0.493314904	0.9	48732	0.338470728	0.297361077	0.10064802	-0.0762343985	0	403163	568434	190	190	190	190	186	0.978947368	556986	0.979860459	140839	0.978204852	190	61	0.321052632	0.329529901	0.332233621	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_b_same_cross_distance_sum	same_cross_distance_sum	blind_raw_split_b	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	40693	0.282635421	71381	0.495780576	0.9	48732	0.338470728	0.301814003	0.102155205	-0.073004716	0	403163	568434	190	190	190	190	186	0.978947368	556986	0.979860459	140839	0.978204852	190	62	0.326315789	0.33647178	0.339540343	1	0	0	1	1	1
p9016_multiseed_best035_seed71_noise0p05	raw_split_agree_same_cross_distance_sum	same_cross_distance_sum	blind_raw_split_agree_else_zero	blind_raw_posterior_reconstruction_geometry	genome_trans	143977	40657	0.282385381	71547	0.496933538	0.9	48732	0.338470728	0.301013708	0.101884329	-0.073254756	0	403163	568434	190	190	190	190	186	0.978947368	556986	0.979860459	140839	0.978204852	190	63	0.331578947	0.340025403	0.343561819	1	0	0	1	1	1
