config_name	sample	status	output_dir	eval_dir	git_commit	git_dirty_count	binary_hash	backend	bin_size_bp	init_mode	init_seed	init_eps	init_noise_scale	init_scale	init_eps_effective	init_noise_scale_effective	init_scale_effective	prior_mode	trans_chr_pair_prior_mode	trans_chr_pair_prior_lambda	trans_chr_pair_prior_eps	trans_chr_pair_prior_power	trans_chr_pair_prior_warmup_iter	rho_train_mode	temperature_start	temperature_end	min_sep_unit	lambda_sep	lambda_copytrack	lambda_global_copytrack	global_copytrack_prior_mode	global_copytrack_weight_mode	d_scale_mode	d_scale_mode_input_string	d_scale_eps_count	d_scale_posterior_gamma	dscale_effective_count_formula	edge_k_probability_weighted	dscale_probability_weighted	legacy_expected_count_alias_used	input_contact_source	readgroup_mode	readgroup_max_segments	readgroup_eps	readgroup_entries	readgroup_groups	readgroup_groups_used	readgroup_raw_decoded	readgroup_groups_skipped_too_large	readgroup_groups_skipped_bad	readgroup_uses_phase_labels	readgroup_uses_charm_or_reference	uses_phase_labels	uses_charm_or_reference	final_mean_sep	final_min_sep	final_max_sep	sep_p05	sep_median	final_mean_entropy	final_mean_pU	final_contact_energy	final_repulsion_energy	final_backbone_energy	final_sep_energy	final_sep_force_l1	final_copytrack_energy	final_copytrack_force_l1	final_global_copytrack_energy	final_global_copytrack_force_l1	force_diag_total_contact_force_l1	sep_force_l1_over_contact_force_l1	copytrack_force_l1_over_contact_force_l1	global_copytrack_force_l1_over_contact_force_l1	model_top1_accuracy_genome_all	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_trans	model_same_cross_accuracy_genome_all	model_same_cross_accuracy_genome_cis	model_same_cross_accuracy_genome_trans	mean_per_chrom_cis_distance_spearman	copytrack_sep_p05	copytrack_sep_median	copytrack_vector_cos_p05	copytrack_vector_cos_median	copytrack_frac_cos_lt_0	copytrack_frac_projection_sign_switch
p9016_pcgamma1_sep0_lct0_gct0p01_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0_gct0p01_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0_gct0p01_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0.00999999978	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.87934637	1.37579799	11.67764	3.49611449	4.83507538	0.618445218	0.446113944	15885.1064	14733.9473	119.731094	0	0	0	0	535.19165	693.300659	87170.3438	0	0	0.00795340053	0.472191	0.57057	0.331393	0.788518	0.969188	0.529946	0.794273	3.49611448	4.8350755	0.954965257	0.993265012	0.0015308075	0.00497512438
p9016_pcgamma1_sep0_lct0_gct0p03_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0_gct0p03_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0_gct0p03_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0.0299999993	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.71781111	1.25102425	11.6924677	3.33570457	4.68719816	0.636047959	0.458811611	15820.8691	15043.3867	167.04628	0	0	0	0	1392.58472	1925.30859	86112.4531	0	0	0.0223580739	0.461181	0.559748	0.320114	0.785927	0.968048	0.525278	0.781911	3.33570453	4.68719814	0.941780709	0.992460386	0.0015308075	0.00880214313
p9016_pcgamma1_sep0_lct0_gct0p1_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0_gct0p1_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0_gct0p1_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0	0.100000001	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.64760113	1.21122575	20.9364491	3.06141543	4.53555584	0.634370327	0.457601458	16407.2715	15644.9785	317.922668	0	0	0	0	1671.59497	3819.00073	86346.5312	0	0	0.0442287684	0.442123	0.537376	0.305799	0.766968	0.948388	0.507324	0.6899	3.06141543	4.53555582	0.923639703	0.991717769	0.00535782625	0.0145426713
p9016_pcgamma1_sep0_lct0p001_gct0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p001_gct0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p001_gct0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.00100000005	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	5.02152395	1.61915672	12.7885427	3.68939471	4.91444492	0.606311202	0.437361062	16138.3691	14699.6523	109.685684	0	0	2.11878085	24.1900005	0	0	87032.4375	0	0.000277942353	0	0.46934	0.566678	0.330032	0.789092	0.969363	0.531092	0.79793	3.68939476	4.91444511	0.960346447	0.993880831	0.0015308075	0.003061615
p9016_pcgamma1_sep0_lct0p003_gct0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p003_gct0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p003_gct0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.00300000003	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	5.01408863	1.52308083	12.5903168	3.68156242	4.92196417	0.607007027	0.437863022	16155.1338	14682.5527	105.346329	0	0	6.30144119	72.4836273	0	0	87090.3906	0	0.000832280425	0	0.46884	0.567862	0.327122	0.789872	0.969858	0.532279	0.798299	3.68156243	4.9219638	0.958912593	0.993991374	0.0015308075	0.00382701875
p9016_pcgamma1_sep0_lct0p003_gct0p003_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p003_gct0p003_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p003_gct0p003_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.00300000003	0.00300000003	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.94982815	1.61267376	12.5941706	3.65783191	4.8608036	0.609913051	0.439959258	16091.5342	14734.8242	110.31469	0	0	6.2768712	72.1506348	171.197418	217.513199	86884.1562	0	0.000830423382	0.0025034852	0.471249	0.569051	0.331275	0.789403	0.969513	0.531634	0.799291	3.6578318	4.86080361	0.95911019	0.993883863	0.0015308075	0.00382701875
p9016_pcgamma1_sep0_lct0p003_gct0p01_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p003_gct0p01_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p003_gct0p01_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.00300000003	0.00999999978	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.88200665	1.31515574	11.4241104	3.48987579	4.83785534	0.617691517	0.44557023	15894.1377	14749.8945	109.968918	0	0	6.49361086	73.2352982	536.270081	693.210205	87207.2891	0	0.000839784139	0.00794899385	0.472211	0.570473	0.331581	0.788758	0.969567	0.529987	0.794388	3.48987592	4.83785561	0.956994432	0.993431654	0.0015308075	0.00535782625
p9016_pcgamma1_sep0_lct0p01_gct0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p01_gct0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p01_gct0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.00999999978	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	5.02834511	1.39938819	12.0398855	3.56279898	4.95814657	0.610551178	0.440419555	16262.5557	14828.1074	100.758148	0	0	20.5660667	239.274094	0	0	88101.8203	0	0.00271588139	0	0.468306	0.56366	0.331838	0.789883	0.969732	0.532488	0.79502	3.5627991	4.958147	0.963551479	0.994209364	0.00191350938	0.00229621125
p9016_pcgamma1_sep0_lct0p01_gct0p003_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p01_gct0p003_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p01_gct0p003_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.00999999978	0.00300000003	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.97009754	1.51625073	11.8288193	3.56462717	4.90025377	0.610727489	0.440546781	16092.3262	14721.0439	103.765785	0	0	20.5114059	238.766266	173.687851	218.571671	87286.8438	0	0.00273542101	0.00250406203	0.471043	0.56761	0.332838	0.790892	0.97027	0.534169	0.793358	3.56462707	4.90025366	0.959531959	0.99400072	0.0015308075	0.003061615
p9016_pcgamma1_sep0_lct0p01_gct0p01_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p01_gct0p01_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p01_gct0p01_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.00999999978	0.00999999978	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.87223482	1.55240119	11.2936716	3.48404813	4.8303833	0.618248343	0.445971906	15934.2773	14746.4717	103.999695	0	0	20.7665043	240.088028	534.981201	694.363464	87218.875	0	0.00275270723	0.00796116052	0.47212	0.571337	0.330122	0.788555	0.970081	0.528758	0.794973	3.48404821	4.83038328	0.958881285	0.99353297	0.0015308075	0.0045924225
p9016_pcgamma1_sep0_lct0p01_gct0p03_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p01_gct0p03_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p01_gct0p03_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.00999999978	0.0299999993	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.7031579	1.14614439	10.3030872	3.26086378	4.69159985	0.637080669	0.45955655	15841.5078	15025.6484	169.242081	0	0	24.4058285	253.119232	1389.7157	1915.52747	85959.4141	0	0.00294463654	0.0222840917	0.463044	0.563626	0.319093	0.783864	0.966111	0.523035	0.779025	3.26086361	4.69159981	0.940126106	0.99304898	0.00344431688	0.00995024876
p9016_pcgamma1_sep0_lct0p03_gct0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p03_gct0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p03_gct0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.0299999993	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	5.00980568	1.38533425	11.0793161	3.59001327	4.94772673	0.610972822	0.440723717	16217.9678	14781.6494	95.7657852	0	0	56.882885	687.985718	0	0	88111.8281	0	0.0078080972	0	0.468372	0.565033	0.330032	0.7916	0.969969	0.536322	0.795811	3.59001321	4.94772631	0.96481079	0.994731882	0.0015308075	0.003061615
p9016_pcgamma1_sep0_lct0p03_gct0p01_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p03_gct0p01_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p03_gct0p01_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.0299999993	0.00999999978	chromosome_mean_homolog_vector_alignment	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.87455988	1.39030683	8.89064217	3.43103409	4.84353828	0.620948434	0.447919607	15863.0049	14681.6006	105.674721	0	0	57.1025505	685.274536	543.822021	699.873108	86837.125	0	0.00789149268	0.00805960709	0.469314	0.571225	0.323461	0.787304	0.968751	0.527619	0.791962	3.431034	4.84353806	0.960327691	0.994474277	0.00191350938	0.00497512438
p9016_pcgamma1_sep0_lct0p1_gct0_ieps0p5_noise0_seed17	P9016	OK	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/outputs/p9016_pcgamma1_sep0_lct0p1_gct0_ieps0p5_noise0_seed17	/mnt/ssd/zliu/phase3/test_res/030-20260619_081645-p9016_global_copytrack_1m/eval/p9016_pcgamma1_sep0_lct0p1_gct0_ieps0p5_noise0_seed17	1037ee5f79d54e943eef5c37e5aeb2d841698cb8	60	56678fda6d6f4057739dbc209aa198f6c54361bc400cc17c9e634975d1132f0f	cpu	1000000	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	uniform	off	0	0.00100000005	1	0	constant	1	1	0	0	0.100000001	0	off	bead_weighted_chrom_mean	posterior_count	posterior_count	9.99999997e-07	1	n_raw*posterior_prob^1	1	1	0	raw_pairs	off	8	9.99999997e-07	0	0	0	0	0	0	0	0	0	0	4.97388268	1.65871501	9.8586731	3.51053071	4.92192507	0.612564385	0.441871822	16227.668	14795.3223	82.260498	0	0	155.815933	2077.86792	0	0	87815.4375	0	0.0236617613	0	0.469086	0.564659	0.332303	0.789578	0.969217	0.532481	0.790981	3.51053063	4.92192481	0.969455988	0.995469303	0.0015308075	0.00420972063
