radius_slug	radius_pr	condition_name	config_name	status	backend	output_dir	eval_dir	input_pairs	output_pairs_total	output_pairs_cis	output_pairs_trans	candidate_pairs_total	init_mode	init_seed	init_eps	init_noise_scale	init_scale	init_eps_effective	init_noise_scale_effective	init_scale_effective	d_scale_mode_input_string	d_scale_mode	dscale_mode	d_scale_posterior_gamma	dscale_posterior_gamma	d_scale_eps_count	dscale_effective_count_formula	dscale_probability_weighted	edge_k_probability_weighted	legacy_expected_count_alias_used	min_sep_unit	lambda_sep	prior_mode	rho_train_mode	temperature_start	temperature_end	uses_phase_labels	uses_charm_or_reference	uses_charm_for_training	reference_derived_positive_control	n_raw	n_bpair	n_raw_cis	n_raw_trans	n_raw_same_bin_excluded	final_mean_entropy	final_mean_pU	final_min_sep	final_mean_sep	final_max_sep	final_contact_energy	final_repulsion_energy	final_backbone_energy	final_sep_energy	final_sep_force_l1	sep_p01	sep_p05	sep_p10	sep_median	sep_p90	frac_sep_below_min	model_top1_accuracy_genome_all	model_top1_accuracy_genome_cis	model_top1_accuracy_genome_trans	model_same_cross_accuracy_genome_all	model_same_cross_accuracy_genome_cis	model_same_cross_accuracy_genome_trans	model_pmax90_accuracy_genome_all	model_pmax90_accuracy_genome_cis	model_pmax90_accuracy_genome_trans	model_pmax90_recall_genome_all	model_pmax90_recall_genome_cis	model_pmax90_recall_genome_trans	mean_per_chrom_cis_distance_spearman	charm3dg_top1_accuracy_genome_trans	charm3dg_same_cross_accuracy_genome_trans	copytrack_sep_p05	copytrack_sep_median	copytrack_vector_cos_p05	copytrack_vector_cos_median	copytrack_frac_cos_lt_0	copytrack_frac_projection_sign_switch
2pr	2	legacy_raw_ieps0p5_noise0_gpu	p9016_charm3dg20k_2pr_legacy_raw_ieps0p5_noise0_gpu	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_legacy_raw_ieps0p5_noise0_gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_legacy_raw_ieps0p5_noise0_gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	raw_count	raw_count	raw_count	1	1	9.99999997e-07	n_raw	0	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	1.22251904	0.881861031	0.0162863247	0.787314475	9.15347672	28754.7637	12202.625	363.066864	0	0	0.0244397949	0.0333719514	0.0409436859	0.228723779	2.53867555	0	0.342733	0.344728	0.329578	0.602336	0.613895	0.526076	0.410886	0.42001	0.378503	0.0180676	0.0165929	0.0277965	0.173686	0.00985022	0.97244	0.0333719497	0.228723777	-0.365882822	0.871908712	0.0904561135	0.162514373
2pr	2	pcgamma0_sep_off_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma0_sep_off_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma0_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma0_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	0	0	9.99999997e-07	n_raw*posterior_prob^0	0	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	1.22262609	0.881938338	0.0157707725	0.787270725	9.14724636	28778.4844	12203.5488	357.996216	0	0	0.0243103057	0.0333982036	0.0412115529	0.227309167	2.54535794	0	0.343027	0.34485	0.330994	0.6025	0.613997	0.52665	0.412413	0.420237	0.384149	0.0181164	0.0166491	0.0277965	0.173555	0.00985022	0.97244	0.0333982045	0.227309169	-0.365442502	0.873082025	0.0923725565	0.16903028
2pr	2	pcgamma0p25_sep_off_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma0p25_sep_off_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma0p25_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma0p25_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	0.25	0.25	9.99999997e-07	n_raw*posterior_prob^0.25	1	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	1.15594316	0.833836734	0.0249837004	1.08889878	8.29191494	19889.0098	10517.1172	467.341705	0	0	0.0392606705	0.0533900782	0.0697426274	0.464454174	3.26280475	0	0.352009	0.349626	0.36773	0.605426	0.613982	0.548981	0.448577	0.445159	0.464148	0.0287021	0.0268963	0.0406153	0.189457	0.00985022	0.97244	0.0533900788	0.464454166	-0.321703018	0.893368432	0.088922959	0.162897662
2pr	2	pcgamma0p5_msep1_lsep0p5_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma0p5_msep1_lsep0p5_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma0p5_msep1_lsep0p5_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma0p5_msep1_lsep0p5_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	0.5	0.5	9.99999997e-07	n_raw*posterior_prob^0.5	1	1	0	1	0.5	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	1.01911747	0.73513788	0.191673934	1.65382063	9.76457787	12792.5889	8710.94238	415.36618	147.589798	1684.0686	0.252716482	0.319683731	0.389714152	0.992923975	3.93053722	0.504374266	0.370623	0.371235	0.366583	0.635212	0.651207	0.529686	0.458052	0.461064	0.442935	0.0675902	0.0653334	0.0824787	0.240371	0.00985022	0.97244	0.319683717	0.992924004	-0.655941967	0.924532247	0.112303565	0.152932158
2pr	2	pcgamma0p5_msep1_lsep1_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma0p5_msep1_lsep1_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma0p5_msep1_lsep1_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma0p5_msep1_lsep1_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	0.5	0.5	9.99999997e-07	n_raw*posterior_prob^0.5	1	1	0	1	1	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	1.0076623	0.726874709	0.255430728	1.72747707	9.83166027	12840.7842	8650.29785	400.581818	195.817429	2700.39795	0.383099288	0.452690154	0.515343547	1.01007056	4.04092503	0.495625705	0.380738	0.379703	0.387566	0.648475	0.664947	0.539806	0.454349	0.453497	0.458845	0.0690733	0.0667447	0.0844353	0.248294	0.00985022	0.97244	0.45269016	1.01007054	-0.663157965	0.930356308	0.104637792	0.144883097
2pr	2	pcgamma0p5_sep_off_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma0p5_sep_off_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma0p5_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma0p5_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	0.5	0.5	9.99999997e-07	n_raw*posterior_prob^0.5	1	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	1.03248847	0.744782984	0.043039903	1.57351828	9.45447254	13082.1182	8776.80566	399.94931	0	0	0.063260451	0.101561405	0.154418051	0.958563387	3.99102974	0	0.372728	0.372498	0.374241	0.629532	0.645833	0.521994	0.468209	0.469268	0.463082	0.0623551	0.0596525	0.0801849	0.225868	0.00985022	0.97244	0.101561397	0.958563393	-0.444848887	0.922753769	0.0908394021	0.139900345
2pr	2	pcgamma0p75_sep_off_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma0p75_sep_off_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma0p75_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma0p75_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	0.75	0.75	9.99999997e-07	n_raw*posterior_prob^0.75	1	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.904911339	0.652755558	0.0620216466	2.13290954	10.2694559	9171.24707	7280.66162	506.058014	0	0	0.129006743	0.296507746	0.44658196	1.5706569	4.79874516	0	0.394587	0.396091	0.384665	0.667284	0.685835	0.544899	0.453074	0.449025	0.474952	0.1075	0.10353	0.133686	0.268549	0.00985022	0.97244	0.296507763	1.57065688	-0.575842838	0.950671771	0.0896895362	0.14411652
2pr	2	pcgamma1_common_ieps1_noise0p05	p9016_charm3dg20k_2pr_pcgamma1_common_ieps1_noise0p05	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma1_common_ieps1_noise0p05	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma1_common_ieps1_noise0p05	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	1	0.0500000007	10	1	0.0500000007	0	posterior_count	posterior_count	posterior_count	1	1	9.99999997e-07	n_raw*posterior_prob^1	1	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.538737595	0.388617039	0.970586777	5.33867073	14.970089	8186.42334	5868.16162	131.005127	0	0	2.02602458	2.92993689	3.35340858	5.18870783	7.62811375	0	0.581595	0.612049	0.380684	0.919111	0.982967	0.497841	0.625362	0.673213	0.429262	0.289881	0.288874	0.296519	0.778746	0.00985022	0.97244	2.9299368	5.18870775	0.947291112	0.994050888	0	0
2pr	2	pcgamma1_common_msep1p5_lsep1	p9016_charm3dg20k_2pr_pcgamma1_common_msep1p5_lsep1	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma1_common_msep1p5_lsep1	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma1_common_msep1p5_lsep1	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	1	0.0500000007	10	1	0.0500000007	0	posterior_count	posterior_count	posterior_count	1	1	9.99999997e-07	n_raw*posterior_prob^1	1	1	0	1.5	1	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.536366284	0.386906475	1.2473495	5.31039095	14.9463892	8129.03223	5892.729	132.315689	0.131032735	4.16351128	2.16145444	2.93697643	3.36451244	5.14709473	7.55154467	0.0015214911	0.580689	0.610817	0.381932	0.922313	0.983515	0.518554	0.626043	0.674551	0.427018	0.290866	0.290183	0.295372	0.776927	0.00985022	0.97244	2.93697632	5.14709484	0.94485353	0.993978261	0.000383288616	0.00114986585
2pr	2	pcgamma1_msep1_lsep0p5_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma1_msep1_lsep0p5_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma1_msep1_lsep0p5_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma1_msep1_lsep0p5_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	1	1	9.99999997e-07	n_raw*posterior_prob^1	1	1	0	1	0.5	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.761546969	0.54934001	0.37279582	2.73015118	10.3058376	8022.31836	6450.89355	485.846802	7.72573519	166.483749	0.629090905	0.815205276	0.966689408	2.27418709	5.05219746	0.11297071	0.424888	0.436589	0.347693	0.719981	0.750013	0.521859	0.451425	0.459543	0.396477	0.176822	0.180604	0.151869	0.381628	0.00985022	0.97244	0.815205259	2.274187	-0.389653766	0.96801695	0.0670755079	0.0873898045
2pr	2	pcgamma1_msep1_lsep1_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma1_msep1_lsep1_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma1_msep1_lsep1_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma1_msep1_lsep1_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	1	1	9.99999997e-07	n_raw*posterior_prob^1	1	1	0	1	1	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.75748384	0.54640907	0.525161624	2.76835275	10.168643	7911.6001	6419.4458	489.899719	8.24373436	238.642258	0.726394355	0.870384753	0.98039037	2.29196239	5.19455767	0.109547354	0.42959	0.43752	0.377277	0.725772	0.753822	0.540717	0.461341	0.460158	0.4694	0.18223	0.182516	0.18034	0.39836	0.00985022	0.97244	0.870384734	2.29196233	-0.358514016	0.967903887	0.0624760445	0.0881563818
2pr	2	pcgamma1_msep1p5_lsep1_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma1_msep1p5_lsep1_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma1_msep1p5_lsep1_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma1_msep1p5_lsep1_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	1	1	9.99999997e-07	n_raw*posterior_prob^1	1	1	0	1.5	1	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.693723202	0.500415504	0.822766423	3.14524388	10.260725	8034.49365	6357.36914	429.757019	35.5154076	608.882263	1.01198316	1.20059383	1.33964086	2.86205792	5.44458771	0.16241917	0.488477	0.50134	0.403623	0.80555	0.847668	0.527695	0.510678	0.519888	0.451978	0.230309	0.233384	0.210026	0.499117	0.00985022	0.97244	1.20059379	2.8620579	0.477336104	0.978599669	0.0256803373	0.0410118819
2pr	2	pcgamma1_sep_off_ieps0p5_noise0	p9016_charm3dg20k_2pr_pcgamma1_sep_off_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_pcgamma1_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_pcgamma1_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	posterior_count	posterior_count	posterior_count	1	1	9.99999997e-07	n_raw*posterior_prob^1	1	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.766063631	0.552598119	0.146014914	2.69792247	10.3093281	7933.28711	6415.50586	485.091675	0	0	0.454460412	0.732389212	0.935897231	2.27798581	5.09560776	0	0.425772	0.435357	0.362535	0.714986	0.741509	0.540008	0.450871	0.456782	0.41149	0.174348	0.176861	0.157772	0.377933	0.00985022	0.97244	0.732389244	2.27798578	-0.226439813	0.968786513	0.06094289	0.0919892679
2pr	2	random_diploid_pcgamma1_sep_off	p9016_charm3dg20k_2pr_random_diploid_pcgamma1_sep_off	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_random_diploid_pcgamma1_sep_off	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_random_diploid_pcgamma1_sep_off	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	random_diploid	17	0.5	0	10	0	0	10	posterior_count	posterior_count	posterior_count	1	1	9.99999997e-07	n_raw*posterior_prob^1	1	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.864017665	0.623256981	0.100585289	2.1582756	12.2491426	9244.43164	7422.78369	1035.76147	0	0	0.291449279	0.650341928	0.83530277	1.62759709	4.13635635	0	0.297211	0.295379	0.309304	0.542671	0.548449	0.504554	0.31266	0.315049	0.292786	0.107424	0.111277	0.0820065	0.113701	0.00985022	0.97244	0.650341935	1.62759702	-0.976681071	0.874627589	0.267918743	0.300114987
2pr	2	random_haploid_pcgamma1_sep_off	p9016_charm3dg20k_2pr_random_haploid_pcgamma1_sep_off	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_random_haploid_pcgamma1_sep_off	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_random_haploid_pcgamma1_sep_off	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	random_haploid_split	17	0.5	0	10	0.5	0	10	posterior_count	posterior_count	posterior_count	1	1	9.99999997e-07	n_raw*posterior_prob^1	1	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.829620004	0.598444343	0.0956277475	2.21170712	11.497138	8377.71973	6930.15039	792.730469	0	0	0.337280124	0.636497676	0.840118825	1.77686906	4.21980143	0	0.318423	0.326371	0.26599	0.590369	0.604461	0.497403	0.323091	0.33223	0.2495	0.116913	0.12315	0.0757658	0.180361	0.00985022	0.97244	0.636497616	1.77686914	-0.952674596	0.930205233	0.178995784	0.215791491
2pr	2	raw_common_ieps1_noise0p05	p9016_charm3dg20k_2pr_raw_common_ieps1_noise0p05	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_raw_common_ieps1_noise0p05	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_raw_common_ieps1_noise0p05	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	1	0.0500000007	10	1	0.0500000007	0	raw_count	raw_count	raw_count	1	1	9.99999997e-07	n_raw	0	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	0.703822672	0.507700741	0.0246444009	5.01783752	11.9398308	15747.9854	8748.08301	50.262043	0	0	0.0500766858	1.75009739	2.53599453	4.9274888	7.66943932	0	0.556849	0.578884	0.411483	0.909564	0.960627	0.572696	0.611188	0.744068	0.447027	0.109884	0.0851375	0.273141	0.795088	0.00985022	0.97244	1.75009745	4.92748901	0.943583527	0.996805737	0.00421617478	0.0103487926
2pr	2	raw_msep1p5_lsep1_ieps0p5_noise0	p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_raw_msep1p5_lsep1_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	raw_count	raw_count	raw_count	1	1	9.99999997e-07	n_raw	0	1	0	1.5	1	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	1.11598802	0.805015206	0.249233201	1.40062892	8.64612389	25024.7578	11261.0439	346.299713	1484.46704	9529.71289	0.303148419	0.361260682	0.416665971	0.81643194	3.44576168	0.737162411	0.363949	0.359694	0.392019	0.631491	0.646881	0.529955	0.435096	0.423152	0.480487	0.0373118	0.0330835	0.0652071	0.215679	0.00985022	0.97244	0.361260713	0.816431918	-0.711870204	0.909969039	0.119969337	0.162897662
2pr	2	tempered_pcgamma0_sep_off_ieps0p5_noise0	p9016_charm3dg20k_2pr_tempered_pcgamma0_sep_off_ieps0p5_noise0	OK	gpu	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/outputs/2pr/p9016_charm3dg20k_2pr_tempered_pcgamma0_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/eval/2pr/p9016_charm3dg20k_2pr_tempered_pcgamma0_sep_off_ieps0p5_noise0	/mnt/ssd/zliu/phase3/test_res/016-20260618_150851-p9016_charm_contacts_condition_sweep_1m/synthetic_pairs/p9016_charm3dg20k_2pr_contacts.pairs.gz	1265114	1102278	162836	15127966	unphased_scaffold_split	17	0.5	0	10	0.5	0	0	tempered_posterior_count	tempered_posterior_count	tempered_posterior_count	0	0	9.99999997e-07	n_raw*posterior_prob^0	0	1	0	0	0	uniform	constant	1	1	0	1	1	1	1265114	86507	1102278	162836	199	1.22260046	0.881919861	0.0164387915	0.787444293	9.15113163	28777.498	12202.8242	357.898224	0	0	0.0243858006	0.033393681	0.0409800969	0.228503689	2.54447937	0	0.343155	0.344912	0.331568	0.602633	0.614054	0.527291	0.412442	0.42108	0.381481	0.0181342	0.0166696	0.0277965	0.173546	0.00985022	0.97244	0.033393682	0.228503685	-0.371364757	0.873662872	0.0923725565	0.167497125
